2017-10-10 18:39:17 INFO  LibServer:112 - Output to 127.0.0.1:63010 User added! UserId = 6
@2017-10-10 18:40:41 INFO  String:25 - Operation:Initialize FeeTable;FeeTable: [userid: 0, amount: 5.00]
@2017-10-10 18:40:41 INFO  LibClient:32 - 64509 : Connected to server: /127.0.0.1
@2017-10-10 18:40:41 INFO  LibClient:33 - 64509 : Connected to portid: 64509
@2017-10-10 18:40:41 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:64509] Client Socket: [64509 ]

@2017-10-10 18:40:41 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:41 INFO  ServerThread:53 - Class: ServerThread: Server Thread Running__64509
@2017-10-10 18:40:41 INFO  LibClient:32 - 64510 : Connected to server: /127.0.0.1
@2017-10-10 18:40:41 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:64510] Client Socket: [64510 ]

@2017-10-10 18:40:41 INFO  LibClient:33 - 64510 : Connected to portid: 64510
@2017-10-10 18:40:41 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:41 INFO  ServerThread:53 - Class: ServerThread: Server Thread Running__64510
@2017-10-10 18:40:41 INFO  String:82 - Multiple loans of same book at same time
@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64509 hi
@2017-10-10 18:40:41 INFO  LibServer:120 - Output to 127.0.0.1:64509 Who are you? Librarian or Borrower?

@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64509 borrower
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64509 Please enter your useremail,password

@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64509 Yu@carleton.ca,Yu
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64509 Menu: Find User/Title, Loan Item, Return Loan

@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64509 loan item
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64509 Enter the useremail and title to loan

@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64510 hi
@2017-10-10 18:40:41 INFO  LibServer:120 - Output to 127.0.0.1:64510 Who are you? Librarian or Borrower?

@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64510 borrower
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64510 Please enter your useremail,password

@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64510 Michelle@carleton.ca,Michelle
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64510 Menu: Find User/Title, Loan Item, Return Loan

@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64510 loan item
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64510 Enter the useremail and title to loan

@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64509 Yu@carleton.ca,Courtesy lost
@2017-10-10 18:40:41 INFO  String:68 - Operation:Find Title;Title Info:[Courtesy lost];State:Success
@2017-10-10 18:40:41 DEBUG String:56 - false
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64509 The loan was successfully added

@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64510 Michelle@carleton.ca,Courtesy lost
@2017-10-10 18:40:41 INFO  String:68 - Operation:Find Title;Title Info:[Courtesy lost];State:Success
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64510 The loan entered already exists.

@2017-10-10 18:40:41 INFO  String:96 - User: Yu@carleton.ca|Operation: loan item|Result:The loan was successfully added
@2017-10-10 18:40:41 INFO  String:97 - User: Michelle@carleton.ca|Operation: loan item|Result:The loan entered already exists.
@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64509 exit
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64509 Menu: Add User/Title/Item, Remove Title/Item, Loan Item, Return Loan, Renew Loan, Pay Fines, Monitor System

@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64510 exit
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64510 Menu: Add User/Title/Item, Remove Title/Item, Loan Item, Return Loan, Renew Loan, Pay Fines, Monitor System

@2017-10-10 18:40:41 INFO  LibClient:32 - 64511 : Connected to server: /127.0.0.1
@2017-10-10 18:40:41 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:64511] Client Socket: [64511 ]

@2017-10-10 18:40:41 INFO  LibClient:33 - 64511 : Connected to portid: 64511
@2017-10-10 18:40:41 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:41 INFO  ServerThread:53 - Class: ServerThread: Server Thread Running__64511
@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64511 hi
@2017-10-10 18:40:41 INFO  LibServer:120 - Output to 127.0.0.1:64511 Who are you? Librarian or Borrower?

@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64511 librarian
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64511 Please Input the password

@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64511 admin
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64511 Menu: Add User/Title/Item, Remove Title/Item, Loan Item, Return Loan, Renew Loan, Pay Fines, Monitor System

@2017-10-10 18:40:41 INFO  String:43 - Users: Zhibo@carleton.ca, userId: 0, Yu@carleton.ca, userId: 1, Michelle@carleton.ca, userId: 2, Kevin@carleton.ca, userId: 3, Sun@carleton.ca, userId: 4, 
@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64511 Add user
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64511 Enter the useremail to add

@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64511 Mike@carleton.ca,Mike
@2017-10-10 18:40:41 INFO  String:49 - Operation:Create New User;User Info:[Mike@carleton.ca,Mike];State:Success
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64511 User added! UserId = 6

@2017-10-10 18:40:41 INFO  String:47 - User: Mike@carleton.ca|Operation: Add user|Result:User added! UserId = 6

@2017-10-10 18:40:41 INFO  String:49 - Users: Zhibo@carleton.ca, userId: 0, Yu@carleton.ca, userId: 1, Michelle@carleton.ca, userId: 2, Kevin@carleton.ca, userId: 3, Sun@carleton.ca, userId: 4, Mike@carleton.ca, userId: 5, 
@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64511 Remove user
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64511 Enter the useremail to remove

@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64511 Mike@carleton.ca,Mike
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64511 Your user must be user@email

@2017-10-10 18:40:41 INFO  String:53 - User: Mike@carleton.ca|Operation: Remove user|Result:Your user must be user@email

@2017-10-10 18:40:41 INFO  String:55 - Users: Zhibo@carleton.ca, userId: 0, Yu@carleton.ca, userId: 1, Michelle@carleton.ca, userId: 2, Kevin@carleton.ca, userId: 3, Sun@carleton.ca, userId: 4, Mike@carleton.ca, userId: 5, 
@2017-10-10 18:40:41 INFO  LibServer:104 - Input from 127.0.0.1:64511 exit
@2017-10-10 18:40:41 INFO  LibServer:112 - Output to 127.0.0.1:64511 Menu: Add User/Title/Item, Remove Title/Item, Loan Item, Return Loan, Renew Loan, Pay Fines, Monitor System

@2017-10-10 18:40:51 INFO  LibServer:35 - Binding to port 5050
@2017-10-10 18:40:51 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:51 INFO  LibServer:49 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 12
@2017-10-10 18:40:51 INFO  String:29 - Operation:Initialize UserTable;UserTable: [Zhibo@carleton.ca, userId: 0, Yu@carleton.ca, userId: 1, Michelle@carleton.ca, userId: 2, Kevin@carleton.ca, userId: 3, Sun@carleton.ca, userId: 4]
@2017-10-10 18:40:51 INFO  String:26 - Operation:Initialize TitleTable;TitleTable: [By the grace of God, 9781442668584, Dante's lyric poetry, 9781442616899, Courtesy lost, 9781442667181, Writing for justice, 9781611687910, The act in context, 9781317594277]
@2017-10-10 18:40:51 INFO  String:27 - Operation:Initialize LoanTable;LoanTable: [0, 9781442668584, 2017-10-10 06:40:51]
@2017-10-10 18:40:51 INFO  String:25 - Operation:Initialize FeeTable;FeeTable: [userid: 0, amount: 5.00]
@2017-10-10 18:40:51 INFO  LibClient:32 - 64707 : Connected to server: /127.0.0.1
@2017-10-10 18:40:51 INFO  LibClient:33 - 64707 : Connected to portid: 64707
@2017-10-10 18:40:51 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:64707] Client Socket: [64707 ]

@2017-10-10 18:40:51 INFO  LibClient:32 - 64708 : Connected to server: /127.0.0.1
@2017-10-10 18:40:51 INFO  LibClient:33 - 64708 : Connected to portid: 64708
@2017-10-10 18:40:51 INFO  String:77 - Multiple loans of same book at same time
@2017-10-10 18:40:51 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:51 INFO  ServerThread:53 - Class: ServerThread: Server Thread Running__64707
@2017-10-10 18:40:51 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:64708] Client Socket: [64708 ]

@2017-10-10 18:40:51 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:51 INFO  LibClient:32 - 64709 : Connected to server: /127.0.0.1
@2017-10-10 18:40:51 INFO  ServerThread:53 - Class: ServerThread: Server Thread Running__64708
@2017-10-10 18:40:51 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:64709] Client Socket: [64709 ]

@2017-10-10 18:40:51 INFO  LibClient:33 - 64709 : Connected to portid: 64709
@2017-10-10 18:40:51 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:51 INFO  LibServer:104 - Input from 127.0.0.1:64709 hi
@2017-10-10 18:40:51 INFO  ServerThread:53 - Class: ServerThread: Server Thread Running__64709
@2017-10-10 18:40:51 INFO  LibServer:120 - Output to 127.0.0.1:64709 Who are you? Librarian or Borrower?

@2017-10-10 18:40:51 INFO  LibServer:104 - Input from 127.0.0.1:64709 librarian
@2017-10-10 18:40:51 INFO  LibServer:112 - Output to 127.0.0.1:64709 Please Input the password

@2017-10-10 18:40:51 INFO  LibServer:104 - Input from 127.0.0.1:64709 admin
@2017-10-10 18:40:51 INFO  LibServer:112 - Output to 127.0.0.1:64709 Menu: Add User/Title/Item, Remove Title/Item, Loan Item, Return Loan, Renew Loan, Pay Fines, Monitor System

@2017-10-10 18:40:51 INFO  String:43 - Users: Zhibo@carleton.ca, userId: 0, Yu@carleton.ca, userId: 1, Michelle@carleton.ca, userId: 2, Kevin@carleton.ca, userId: 3, Sun@carleton.ca, userId: 4, 
@2017-10-10 18:40:51 INFO  LibServer:104 - Input from 127.0.0.1:64709 Add user
@2017-10-10 18:40:51 INFO  LibServer:112 - Output to 127.0.0.1:64709 Enter the useremail to add

@2017-10-10 18:40:51 INFO  LibServer:104 - Input from 127.0.0.1:64709 Mike@carleton.ca,Mike
@2017-10-10 18:40:51 INFO  String:49 - Operation:Create New User;User Info:[Mike@carleton.ca,Mike];State:Success
@2017-10-10 18:40:51 INFO  LibServer:112 - Output to 127.0.0.1:64709 User added! UserId = 6

@2017-10-10 18:40:51 INFO  String:47 - User: Mike@carleton.ca|Operation: Add user|Result:User added! UserId = 6

@2017-10-10 18:40:51 INFO  String:49 - Users: Zhibo@carleton.ca, userId: 0, Yu@carleton.ca, userId: 1, Michelle@carleton.ca, userId: 2, Kevin@carleton.ca, userId: 3, Sun@carleton.ca, userId: 4, Mike@carleton.ca, userId: 5, 
@2017-10-10 18:40:51 INFO  LibServer:104 - Input from 127.0.0.1:64709 Remove user
@2017-10-10 18:40:51 INFO  LibServer:112 - Output to 127.0.0.1:64709 Enter the useremail to remove

@2017-10-10 18:40:51 INFO  LibServer:104 - Input from 127.0.0.1:64709 Mike@carleton.ca,Mike
@2017-10-10 18:40:51 INFO  LibServer:112 - Output to 127.0.0.1:64709 Your user must be user@email

@2017-10-10 18:40:51 INFO  String:53 - User: Mike@carleton.ca|Operation: Remove user|Result:Your user must be user@email

@2017-10-10 18:40:51 INFO  String:55 - Users: Zhibo@carleton.ca, userId: 0, Yu@carleton.ca, userId: 1, Michelle@carleton.ca, userId: 2, Kevin@carleton.ca, userId: 3, Sun@carleton.ca, userId: 4, Mike@carleton.ca, userId: 5, 
@2017-10-10 18:40:51 INFO  LibServer:104 - Input from 127.0.0.1:64709 exit
@2017-10-10 18:40:51 INFO  LibServer:112 - Output to 127.0.0.1:64709 Menu: Add User/Title/Item, Remove Title/Item, Loan Item, Return Loan, Renew Loan, Pay Fines, Monitor System

@2017-10-10 18:40:54 INFO  LibServer:35 - Binding to port 5050
@2017-10-10 18:40:54 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:54 INFO  LibServer:49 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 12
@2017-10-10 18:40:54 INFO  String:29 - Operation:Initialize UserTable;UserTable: [Zhibo@carleton.ca, userId: 0, Yu@carleton.ca, userId: 1, Michelle@carleton.ca, userId: 2, Kevin@carleton.ca, userId: 3, Sun@carleton.ca, userId: 4]
@2017-10-10 18:40:54 INFO  String:26 - Operation:Initialize TitleTable;TitleTable: [By the grace of God, 9781442668584, Dante's lyric poetry, 9781442616899, Courtesy lost, 9781442667181, Writing for justice, 9781611687910, The act in context, 9781317594277]
@2017-10-10 18:40:54 INFO  String:27 - Operation:Initialize LoanTable;LoanTable: [0, 9781442668584, 2017-10-10 06:40:54]
@2017-10-10 18:40:54 INFO  String:25 - Operation:Initialize FeeTable;FeeTable: [userid: 0, amount: 5.00]
@2017-10-10 18:40:54 INFO  LibClient:32 - 64764 : Connected to server: /127.0.0.1
@2017-10-10 18:40:54 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:64764] Client Socket: [64764 ]

@2017-10-10 18:40:54 INFO  LibClient:33 - 64764 : Connected to portid: 64764
@2017-10-10 18:40:54 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:54 INFO  ServerThread:53 - Class: ServerThread: Server Thread Running__64764
@2017-10-10 18:40:54 INFO  LibClient:32 - 64765 : Connected to server: /127.0.0.1
@2017-10-10 18:40:54 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:64765] Client Socket: [64765 ]

@2017-10-10 18:40:54 INFO  LibClient:33 - 64765 : Connected to portid: 64765
@2017-10-10 18:40:54 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:54 INFO  String:77 - Multiple loans of same book at same time
@2017-10-10 18:40:54 INFO  ServerThread:53 - Class: ServerThread: Server Thread Running__64765
@2017-10-10 18:40:54 INFO  LibServer:104 - Input from 127.0.0.1:64764 hi
@2017-10-10 18:40:54 INFO  LibServer:120 - Output to 127.0.0.1:64764 Who are you? Librarian or Borrower?

@2017-10-10 18:40:54 INFO  LibServer:104 - Input from 127.0.0.1:64764 borrower
@2017-10-10 18:40:54 INFO  LibServer:112 - Output to 127.0.0.1:64764 Please enter your useremail,password

@2017-10-10 18:40:54 INFO  LibServer:104 - Input from 127.0.0.1:64764 Yu@carleton.ca,Yu
@2017-10-10 18:40:54 INFO  LibServer:112 - Output to 127.0.0.1:64764 Menu: Find User/Title, Loan Item, Return Loan

@2017-10-10 18:40:54 INFO  LibServer:104 - Input from 127.0.0.1:64764 loan item
@2017-10-10 18:40:54 INFO  LibServer:112 - Output to 127.0.0.1:64764 Enter the useremail and title to loan

@2017-10-10 18:40:54 INFO  LibServer:104 - Input from 127.0.0.1:64765 hi
@2017-10-10 18:40:54 INFO  LibServer:120 - Output to 127.0.0.1:64765 Who are you? Librarian or Borrower?

@2017-10-10 18:40:54 INFO  LibServer:104 - Input from 127.0.0.1:64765 borrower
@2017-10-10 18:40:54 INFO  LibServer:112 - Output to 127.0.0.1:64765 Please enter your useremail,password

@2017-10-10 18:40:54 INFO  LibServer:104 - Input from 127.0.0.1:64765 Michelle@carleton.ca,Michelle
@2017-10-10 18:40:54 INFO  LibServer:112 - Output to 127.0.0.1:64765 Menu: Find User/Title, Loan Item, Return Loan

@2017-10-10 18:40:54 INFO  LibServer:104 - Input from 127.0.0.1:64765 loan item
@2017-10-10 18:40:54 INFO  LibServer:112 - Output to 127.0.0.1:64765 Enter the useremail and title to loan

@2017-10-10 18:40:54 INFO  LibServer:104 - Input from 127.0.0.1:64764 Yu@carleton.ca,Courtesy lost
@2017-10-10 18:40:54 INFO  String:68 - Operation:Find Title;Title Info:[Courtesy lost];State:Success
@2017-10-10 18:40:54 DEBUG String:56 - false
@2017-10-10 18:40:54 INFO  LibServer:112 - Output to 127.0.0.1:64764 The loan was successfully added

@2017-10-10 18:40:54 INFO  LibServer:104 - Input from 127.0.0.1:64765 Michelle@carleton.ca,Courtesy lost
@2017-10-10 18:40:54 INFO  String:68 - Operation:Find Title;Title Info:[Courtesy lost];State:Success
@2017-10-10 18:40:54 INFO  LibServer:112 - Output to 127.0.0.1:64765 The loan entered already exists.

@2017-10-10 18:40:54 INFO  String:91 - User: Yu@carleton.ca|Operation: loan item|Result:The loan was successfully added
@2017-10-10 18:40:54 INFO  String:92 - User: Michelle@carleton.ca|Operation: loan item|Result:The loan entered already exists.
@2017-10-10 18:40:54 INFO  LibServer:104 - Input from 127.0.0.1:64764 exit
@2017-10-10 18:40:54 INFO  LibServer:112 - Output to 127.0.0.1:64764 Menu: Add User/Title/Item, Remove Title/Item, Loan Item, Return Loan, Renew Loan, Pay Fines, Monitor System

@2017-10-10 18:40:54 INFO  LibServer:104 - Input from 127.0.0.1:64765 exit
@2017-10-10 18:40:54 INFO  LibServer:112 - Output to 127.0.0.1:64765 Menu: Add User/Title/Item, Remove Title/Item, Loan Item, Return Loan, Renew Loan, Pay Fines, Monitor System

@2017-10-10 18:40:54 INFO  LibClient:32 - 64766 : Connected to server: /127.0.0.1
@2017-10-10 18:40:54 INFO  LibClient:33 - 64766 : Connected to portid: 64766
@2017-10-10 18:40:54 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:64766] Client Socket: [64766 ]

@2017-10-10 18:40:54 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:54 INFO  ServerThread:53 - Class: ServerThread: Server Thread Running__64766
@2017-10-10 18:40:55 INFO  LibServer:35 - Binding to port 5050
@2017-10-10 18:40:55 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:55 INFO  LibServer:49 - Server started: ServerSocket[addr=0.0.0.0/0.0.0.0,localport=5050] 12
@2017-10-10 18:40:55 INFO  String:29 - Operation:Initialize UserTable;UserTable: [Zhibo@carleton.ca, userId: 0, Yu@carleton.ca, userId: 1, Michelle@carleton.ca, userId: 2, Kevin@carleton.ca, userId: 3, Sun@carleton.ca, userId: 4]
@2017-10-10 18:40:55 INFO  String:26 - Operation:Initialize TitleTable;TitleTable: [By the grace of God, 9781442668584, Dante's lyric poetry, 9781442616899, Courtesy lost, 9781442667181, Writing for justice, 9781611687910, The act in context, 9781317594277]
@2017-10-10 18:40:55 INFO  String:27 - Operation:Initialize LoanTable;LoanTable: [0, 9781442668584, 2017-10-10 06:40:55]
@2017-10-10 18:40:55 INFO  String:25 - Operation:Initialize FeeTable;FeeTable: [userid: 0, amount: 5.00]
@2017-10-10 18:40:55 INFO  LibClient:32 - 64784 : Connected to server: /127.0.0.1
@2017-10-10 18:40:55 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:64784] Client Socket: [64784 ]

@2017-10-10 18:40:55 INFO  LibClient:33 - 64784 : Connected to portid: 64784
@2017-10-10 18:40:55 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:55 INFO  LibClient:32 - 64785 : Connected to server: /127.0.0.1
@2017-10-10 18:40:55 INFO  ServerThread:53 - Class: ServerThread: Server Thread Running__64784
@2017-10-10 18:40:55 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:64785] Client Socket: [64785 ]

@2017-10-10 18:40:55 INFO  LibClient:33 - 64785 : Connected to portid: 64785
@2017-10-10 18:40:55 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:55 INFO  ServerThread:53 - Class: ServerThread: Server Thread Running__64785
@2017-10-10 18:40:55 INFO  String:77 - Multiple loans of same book at same time
@2017-10-10 18:40:55 INFO  LibServer:104 - Input from 127.0.0.1:64784 hi
@2017-10-10 18:40:55 INFO  LibServer:120 - Output to 127.0.0.1:64784 Who are you? Librarian or Borrower?

@2017-10-10 18:40:55 INFO  LibServer:104 - Input from 127.0.0.1:64784 borrower
@2017-10-10 18:40:55 INFO  LibServer:112 - Output to 127.0.0.1:64784 Please enter your useremail,password

@2017-10-10 18:40:55 INFO  LibServer:104 - Input from 127.0.0.1:64784 Yu@carleton.ca,Yu
@2017-10-10 18:40:55 INFO  LibServer:112 - Output to 127.0.0.1:64784 Menu: Find User/Title, Loan Item, Return Loan

@2017-10-10 18:40:55 INFO  LibServer:104 - Input from 127.0.0.1:64784 loan item
@2017-10-10 18:40:55 INFO  LibServer:112 - Output to 127.0.0.1:64784 Enter the useremail and title to loan

@2017-10-10 18:40:55 INFO  LibServer:104 - Input from 127.0.0.1:64785 hi
@2017-10-10 18:40:55 INFO  LibServer:120 - Output to 127.0.0.1:64785 Who are you? Librarian or Borrower?

@2017-10-10 18:40:55 INFO  LibServer:104 - Input from 127.0.0.1:64785 borrower
@2017-10-10 18:40:55 INFO  LibServer:112 - Output to 127.0.0.1:64785 Please enter your useremail,password

@2017-10-10 18:40:55 INFO  LibServer:104 - Input from 127.0.0.1:64785 Michelle@carleton.ca,Michelle
@2017-10-10 18:40:55 INFO  LibServer:112 - Output to 127.0.0.1:64785 Menu: Find User/Title, Loan Item, Return Loan

@2017-10-10 18:40:56 INFO  LibServer:104 - Input from 127.0.0.1:64785 loan item
@2017-10-10 18:40:56 INFO  LibServer:112 - Output to 127.0.0.1:64785 Enter the useremail and title to loan

@2017-10-10 18:40:56 INFO  LibServer:104 - Input from 127.0.0.1:64784 Yu@carleton.ca,Courtesy lost
@2017-10-10 18:40:56 INFO  String:68 - Operation:Find Title;Title Info:[Courtesy lost];State:Success
@2017-10-10 18:40:56 DEBUG String:56 - false
@2017-10-10 18:40:56 INFO  LibServer:112 - Output to 127.0.0.1:64784 The loan was successfully added

@2017-10-10 18:40:56 INFO  LibServer:104 - Input from 127.0.0.1:64785 Michelle@carleton.ca,Courtesy lost
@2017-10-10 18:40:56 INFO  String:68 - Operation:Find Title;Title Info:[Courtesy lost];State:Success
@2017-10-10 18:40:56 INFO  LibServer:112 - Output to 127.0.0.1:64785 The loan entered already exists.

@2017-10-10 18:40:56 INFO  String:91 - User: Yu@carleton.ca|Operation: loan item|Result:The loan was successfully added
@2017-10-10 18:40:56 INFO  String:92 - User: Michelle@carleton.ca|Operation: loan item|Result:The loan entered already exists.
@2017-10-10 18:40:56 INFO  LibServer:104 - Input from 127.0.0.1:64784 exit
@2017-10-10 18:40:56 INFO  LibServer:112 - Output to 127.0.0.1:64784 Menu: Add User/Title/Item, Remove Title/Item, Loan Item, Return Loan, Renew Loan, Pay Fines, Monitor System

@2017-10-10 18:40:56 INFO  LibServer:104 - Input from 127.0.0.1:64785 exit
@2017-10-10 18:40:56 INFO  LibServer:112 - Output to 127.0.0.1:64785 Menu: Add User/Title/Item, Remove Title/Item, Loan Item, Return Loan, Renew Loan, Pay Fines, Monitor System

@2017-10-10 18:40:56 INFO  LibClient:32 - 64786 : Connected to server: /127.0.0.1
@2017-10-10 18:40:56 INFO  LibServer:72 - Client accepted : Client Address : [/127.0.0.1:64786] Client Socket: [64786 ]

@2017-10-10 18:40:56 INFO  LibClient:33 - 64786 : Connected to portid: 64786
@2017-10-10 18:40:56 INFO  LibServer:63 - Waiting for a client ...
@2017-10-10 18:40:56 INFO  ServerThread:53 - Class: ServerThread: Server Thread Running__64786
@2017-10-10 18:40:56 INFO  LibServer:104 - Input from 127.0.0.1:64786 hi
@2017-10-10 18:40:56 INFO  LibServer:120 - Output to 127.0.0.1:64786 Who are you? Librarian or Borrower?

@2017-10-10 18:40:56 INFO  LibServer:104 - Input from 127.0.0.1:64786 librarian
@2017-10-10 18:40:56 INFO  LibServer:112 - Output to 127.0.0.1:64786 Please Input the password

@2017-10-10 18:40:56 INFO  LibServer:104 - Input from 127.0.0.1:64786 admin
@2017-10-10 18:40:56 INFO  LibServer:112 - Output to 127.0.0.1:64786 Menu: Add User/Title/Item, Remove Title/Item, Loan Item, Return Loan, Renew Loan, Pay Fines, Monitor System

@2017-10-10 18:40:56 INFO  String:43 - Users: Zhibo@carleton.ca, userId: 0, Yu@carleton.ca, userId: 1, Michelle@carleton.ca, userId: 2, Kevin@carleton.ca, userId: 3, Sun@carleton.ca, userId: 4, 
